InstanceId,Name,Schedule,FileBackup,ApplicationTier,Environment,Application,ContactPreference,Purpose,Validated,TechnicalOwner,CorpInfoMSP:TakeNightlySnapshot
i-0caed3a39590c6ce8 (AWOR-PDCSWDB01),AWOR-PDCSWDB01,AlwaysOn,No,Database,Production,CaseWare Monitor,Email,Database Server for CaseWare Monitor Application,No,Abel Casanova,Yes
i-0173f6cd455a14bcb (AWOR-PDCWMAPP01),AWOR-PDCWMAPP01,AlwaysOn,No,Application,Production,CaseWare Monitor,Email,Application and Web Server for Caseware Monitor,No,Abel Casanova,Yes
i-03f72d55eae8b8747,AWOR-PDWEFAPP01,AlwaysOn,No,Application,Production,WEF Forwarder,Email,Windows Event log collector,No,Adam Goodman,Yes
i-020bde2b5209987ca,AWOR-TSRSPAPP01,AlwaysOn,No,Appliance,Test,RedSeal Platform,Email,Firewall cleanup platform,No,Adam Goodman,No
i-0c51b3594df7e841e (AWOR-DVWPLDB01),AWOR-DVWPLDB01,Custom,No,Database,Development,WIP Labeling,Email,Database Server,No,Alek Slavuk,No
i-3e6593e5 (AWOR-TSPLMDB01),AWOR-TSPLMDB01,Custom,No,Database,Test,PLM|Teamcenter|Ignite,Email,Database Server,No,Alek Slavuk,No
i-027eeabfeab37789a (AWOR-DRQMSDB01),AWOR-DRQMSDB01,AlwaysOn,No,Database,Production,QMS,Email,Database Server for Disaster Recovery,Yes,Alek Slavuk | Haihao Li,Yes
i-0c3272b18e861674b (AWOR-DRSPCDB01),AWOR-DRSPCDB01,AlwaysOn,No,Database,Production,SPC,Email,Database Server,No,Alek Slavuk | Haihao Li,Yes
i-01c49a1fd48cc29b2 (AWOR-DRSQLDB02),AWOR-DRSQLDB02,AlwaysOn,No,Database,Production,SQL Farm,Email,Database Server for Disaster Recovery,No,Alek Slavuk | Haihao Li,Yes
i-7c1c48a4 (AWOR-DVPLMDB01),AWOR-DVPLMDB01,Custom,No,Database,Development,PLM|Teamcenter|Ignite,Email,Database Server,No,Alek Slavuk | Haihao Li,No
i-c0ad8255 (AWOR-OQMESDB01),AWOR-OQMESDB01,Custom,No,Database,OperationalQualification,MES,Email,Database Server,Yes,Alek Slavuk | Haihao Li,Yes
i-3ad72695 (AWOR-OQMESDB02),AWOR-OQMESDB02,Custom,No,Database,OperationalQualification,MES,Email,Database Server,Yes,Alek Slavuk | Haihao Li,Yes
i-0927d6c71bf5b7a96 (AWOR-PDARADBW01),AWOR-PDARADBW01,AlwaysOn,No,Database,Production,PLM|Aras|ePAC|DHR,Email,AlwaysOn Cluster Witness,Yes,Alek Slavuk | Haihao Li,Yes
i-94abf34c (AWOR-PDMESDB01),AWOR-PDMESDB01,AlwaysOn,No,Database,Production,MES,Email,AlwaysOn Cluster Node,Yes,Alek Slavuk | Haihao Li,Yes
i-c9c0cf0e (AWOR-PDMESDB02),AWOR-PDMESDB02,AlwaysOn,No,Database,Production,MES,Email,Database Server,Yes,Alek Slavuk | Haihao Li,Yes
i-08351195ce32ba85c (AWOR-PDMESDB03),AWOR-PDMESDB03,AlwaysOn,No,Database,Production,MES,Email,AlwaysOn Cluster Node,Yes,Alek Slavuk | Haihao Li,Yes
i-082a75f0bd5e1f845 (AWOR-PDMESDBW01),AWOR-PDMESDBW01,AlwaysOn,No,Database,Production,MES,Email,AlwaysOn Cluster Witness,Yes,Alek Slavuk | Haihao Li,Yes
i-06c9bda04aa30f6d1 (AWOR-PDPLMDBW01),AWOR-PDPLMDBW01,AlwaysOn,No,Database,Production,PLM|Teamcenter|Ignite,Email,AlwaysOn Cluster Witness,Yes,Alek Slavuk | Haihao Li,Yes
i-0b1d27dc0f6ac1e14 (AWOR-PDTHVDB01),AWOR-PDTHVDB01,AlwaysOn,No,Database,Production,THV Sales Analytics,Email,Database Server,No,Alek Slavuk | Haihao Li,Yes
i-5f5af6cb (AWOR-PTMESDB01),AWOR-PTMESDB01,Custom,No,Database,Test,MES,Email,Database Server,No,Alek Slavuk | Haihao Li,Yes
i-0edcdab9892d2d6e2 (AWOR-PTMESDB02),AWOR-PTMESDB02,Custom,No,Database,Test,MES,Email,Database Server,No,Alek Slavuk | Haihao Li,Yes
i-bfa5e367 (AWOR-TSMESDB01),AWOR-TSMESDB01,Custom,No,Database,Test,MES,Email,AlwaysOn Cluster Node,No,Alek Slavuk | Haihao Li,Yes
i-7285b5b5 (AWOR-TSMESDB02),AWOR-TSMESDB02,Custom,No,Database,Test,MES,Email,Database Server,No,Alek Slavuk | Haihao Li,Yes
i-090d70baabbb993d5 (AWOR-TSMESDB03),AWOR-TSMESDB03,Custom,No,Database,Test,MES,Email,AlwaysOn Cluster Node,No,Alek Slavuk | Haihao Li,No
i-0dc20df3c1c0a8c58 (AWOR-TSMESDBW01),AWOR-TSMESDBW01,Custom,No,Database,Test,MES,Email,AlwaysOn Cluster Witness,No,Alek Slavuk | Haihao Li,No
i-0177b766836a47fbb (IRVBIZSQL01-DR),IRVBIZSQL01-DR,AlwaysOn,No,Database,Production,BizTalk,Email,Integration,Yes,Alek Slavuk | Haihao Li,Yes
i-0c1a59bdcc4da596d (IRVINE156),IRVINE156,AlwaysOn,No,Database,Development,SQL,Email,Database Server,Yes,Alek Slavuk | Haihao Li,Yes
i-0d85d20c397567272 (IRVINE167),IRVINE167,AlwaysOn,No,Database,Production,SQL,Email,Database Server,Yes,Alek Slavuk | Haihao Li,Yes
i-0f274930b1565276a (IRVOLBSQL01-DR),IRVOLBSQL01-DR,AlwaysOn,No,Database,Production,Chemstation,Email,Database Server for Disaster Recovery,No,Alek Slavuk | Haihao Li,Yes
i-077e6f16893e7b71e (IRVSQLDB01-DR),IRVSQLDB01-DR,AlwaysOn,No,Database,Production,SQL Farm,Email,Database Server for Disaster Recovery,No,Alek Slavuk | Haihao Li,Yes
i-0cf949a01a298ce0f (DSP-SERVER2),DSP-SERVER2,?,No,Application,Production,Software Configuration Manager Subversion,Email,?,No,Amir Khashayar,Yes
i-bcac67e3 (IrvDSP01),IrvDSP01,?,Yes,Application,Production,VisualSVN,Email,?,No,Amir Khashayar,Yes
i-6d22df32 (AWOR-PDVAIAPP01),AWOR-PDVAIAPP01,AlwaysOn,No,Application,Production,Vaisala Viewlink,Email,Appication and database server,Yes,Andre Ordona,Yes
i-084ad098afee428c6 (AWOR-QAVAIAPP01),AWOR-QAVAIAPP01,Off on weekends,No,Database,Test,Vaisala Veriteq viewLinc software v4.3.5 ,Email,Appication and database server,Yes,Andre Ordona,Yes
i-056e0dc3583fae9e4 (IRVOLBECM01-PRD),IRVOLBECM01-PRD,AlwaysOn,Yes,Application,Production,Chemstation,Email,Application Server,yes,Andre Ordona,Yes
i-0d80ba3247b418be3 (IRVOLBECM01-QA),IRVOLBECM01-QA,AlwaysOn,No,Application,OperationalQualification,Chemstation,Email,Application Server,Yes,Andre Ordona,Yes
i-0dc41210e32a9668e (IRVOLBSCH01-PRD),IRVOLBSCH01-PRD,AlwaysOn,Yes,Application,Production,Chemstation,Email,ECM Scheduler,YES,Andre Ordona,Yes
i-007c2377a52526d68 (IRVOLBSCH01-QA),IRVOLBSCH01-QA,AlwaysOn,No,Application,OperationalQualification,Chemstation,Email,ECM Scheduler,Yes,Andre Ordona,Yes
i-0162bcabf057fe8f7 (IRVOLBSQL01-PRD),IRVOLBSQL01-PRD,AlwaysOn,No,Database,Production,Chemstation,Email,SQL Database,Yes,Andre Ordona,Yes
i-0c165d1db5deec380 (IRVOLBSQL01-QA),IRVOLBSQL01-QA,AlwaysOn,No,Database,OperationalQualification,Chemstation,Email,SQL Database,Yes,Andre Ordona,Yes
i-0db5693bdb712c0b1 (AWOR-DVTMRAPP01),AWOR-DVTMRAPP01,AlwaysOn,No,Application,Development,Tableau,Email,Tableau Marketing Reporting,No,Andrew Kaszpurenko,Yes
i-075a6a1f (IRVHFMFDM02),IRVHFMFDM02,AlwaysOn,Yes,Application,Production,HFM,Email,"FDM, FDMEE, EPMA",No,Antoinette Hunter,Yes
i-235a6a3b (IRVHFMFND02),IRVHFMFND02,AlwaysOn,No,Application,Production,HFM,Email,"Workspace, Calc Manager, Foundation Services",No,Antoinette Hunter,Yes
i-b4e45cac (IRVHFMREP02),IRVHFMREP02,AlwaysOn,No,Application,Production,HFM,Email,"Web Analysis, Financial Reporting",No,Antoinette Hunter,Yes
i-4a5b6b52 (IRVHFMWEB03),IRVHFMWEB03,AlwaysOn,No,Web,Production,HFM,Email,"Financial Management, HTP",No,Antoinette Hunter,Yes
i-58e75f40 (IRVHFMWEB04),IRVHFMWEB04,AlwaysOn,No,Web,Production,HFM,Email,"Financial Management, HTP",No,Antoinette Hunter,Yes
i-03685fcc958ed6c29 (AWOR-DVATAAPP01),AWOR-DVATAAPP01,?,No,Application,Development,Ataccama,Email,?,No,Anupama Kumar,Yes
i-0cacbcbd463b1694f (AWOR-PDDWHAPP01),AWOR-PDDWHAPP01,?,No,Application,Production,DWH,Email,?,No,Anupama Kumar,Yes
i-0402f85a16db49fa8 (AWOR-PDDWHDB01),AWOR-PDDWHDB01,?,No,Database,Production,DWH,Email,?,No,Anupama Kumar,Yes
i-0236f0b7bbdc972cd (AWOR-PDDWHDB02),AWOR-PDDWHDB02,?,No,Database,Production,DWH,Email,?,No,Anupama Kumar,Yes
i-04021df50a3e58c66 (AWOR-PDOLAPDB01),AWOR-PDOLAPDB01,?,No,Database,Production,MS SQL Server / SSAS OLAP DB & Builder,Email,?,No,Anupama Kumar,Yes
i-0139886c2c6daaf71 (AWOR-PDOLAPPB01),AWOR-PDOLAPPB01,?,Yes,Application,Production,MS SQL Server / SSAS OLAP Publisher,Email,?,No,Anupama Kumar,Yes
i-024c36882b851917b (AWOR-TSATAAPP01),AWOR-TSATAAPP01,?,No,Application,Test,Ataccama MDC Application Server,Email,?,No,Anupama Kumar,No
i-07136efa423c226c9 (AWOR-TSATAAPP02),AWOR-TSATAAPP02,?,No,Application,Test,Ataccama Web Server,Email,?,No,Anupama Kumar,No
i-0fc685cbbb5aa6e08 (AWOR-TSATASRV01),AWOR-TSATASRV01,?,No,Application,Test,Ataccama ElasticSearch Server,Email,?,No,Anupama Kumar,No
i-0d023d09854b70edf (AWOR-TSDWHAPP01),AWOR-TSDWHAPP01,?,No,Application,Test,DWH,Email,?,No,Anupama Kumar,Yes
i-08ee0327a0e41f001 (AWOR-TSDWHDB01),AWOR-TSDWHDB01,?,No,Database,Test,DWH,Email,?,No,Anupama Kumar,Yes
i-0b2b4b855c08cf3a8 (AWOR-TSOLAPDB01),AWOR-TSOLAPDB01,?,No,Database,Test,MS SQL Server / SSAS OLAP DB & Builder,Email,?,No,Anupama Kumar,Yes
i-0239984677c2fe137 (AWOR-TSOLAPPB01),AWOR-TSOLAPPB01,?,No,Database,Test,MS SQL Server / SSAS OLAP Publisher,Email,?,No,Anupama Kumar,Yes
i-048d10b3800e994b1 (awor-PDpbcapp01),awor-PDpbcapp01,AlwaysOn,Yes,Application,Production,EPM Automate for Enterprise Planning and Budgeting Cloud Service (EPBCS),Email,Integration,No,Ashok Kini,Yes
i-08097055401306842 (awor-tspbcapp01),awor-tspbcapp01,AlwaysOn,No,Application,Test,EPM Automate for Enterprise Planning and Budgeting Cloud Service (EPBCS),Email,Integration,No,Ashok Kini,Yes
i-02a2a0b1b4d755e88 (IrvLMSDB01),IrvLMSDB01,SUN1600-FRI1800,No,Database,Production,LMS,Email,Reporting,No,Ashok Kini,No
i-0f1ba4ff3b167199a (IrvLMSRPT01),IrvLMSRPT01,AlwaysOn,No,Application,Development,LMS SSRS Reporting System,Email,Reporting,Yes,Ashok Kini,No
i-09068c4ab3363f2bc (IrvBAM01),IrvBAM01,AlwaysOn,No,Web,Production,BitLocker Administration and Monitoring,Email,Web/App Server,No,Ben Monrad,Yes
i-017d2ce468a32ce06 (IrvBAMDB01),IrvBAMDB01,AlwaysOn,No,Database,Production,BitLocker Administration and Monitoring,Email,Database Server,No,Ben Monrad,Yes
i-0dd291043c98c2275 (IRVSECAIR02),IRVSECAIR02,AlwaysOn,No,Application,Production,AirWatch,Email,?,No,Ben Monrad,Yes
i-0fd458949b2ee177a (IRVSECAIR04),IRVSECAIR04,AlwaysOn,Yes,Application,Production,AirWatch,Email,?,No,Ben Monrad,Yes
i-02fbfaa7ebddc38e2 (IRVSECAIR09),IRVSECAIR09,AlwaysOn,No,Application,Production,AirWatch,Email,?,No,Ben Monrad,Yes
i-06f76cd5aea3d0076 (IRVSECAIR09A),IRVSECAIR09A,AlwaysOn,No,Application,Production,AirWatch,Email,?,No,Ben Monrad,Yes
i-01408f7992dee6259 (IrvSECSAS01),IrvSECSAS01,AlwaysOn,No,Application,Production,SafeNet Authentication Service,Email,Authentication,No,Ben Monrad,No
i-303f3628 (IRVCHAAUD01),IRVCHAAUD01,AlwaysOn,No,Application,Production,Change Auditor for AD,Email,Web/App/Database,No,Ben Monrad | Adam Goodman,Yes
i-ef448d34 (AWOR-PDCMSADM01),AWOR-PDCMSADM01,AlwaysOn,No,Web,Production,MS Certificate Services,Email,Web/App Server,No,Ben Monrad | Don Winter,Yes
i-f11bd22a (AWOR-PDCMSDB01),AWOR-PDCMSDB01,AlwaysOn,No,Database,Production,MS Certificate Services,Email,Database Server,No,Ben Monrad | Don Winter,Yes
i-1e5990c5 (AWOR-PDCMSWEB01),AWOR-PDCMSWEB01,AlwaysOn,No,Web,Production,MS Certificate Services,Email,Web Server,No,Ben Monrad | Don Winter,Yes
i-d34d8408 (AWOR-PDPKIAE01),AWOR-PDPKIAE01,AlwaysOn,No,Application,Production,MS Certificate Services,Email,Certificate Authority,No,Ben Monrad | Don Winter,Yes
i-a416f80b (AWOR-PDPKIAE02),AWOR-PDPKIAE02,AlwaysOn,No,Application,Production,MS Certificate Services,Email,Certificate Authority,No,Ben Monrad | Don Winter,Yes
i-8536ff5e (AWOR-PDPKIGP01),AWOR-PDPKIGP01,AlwaysOn,No,Application,Production,MS Certificate Services,Email,Certificate Authority,No,Ben Monrad | Don Winter,Yes
i-5ade42ce (AWOR-DVCYBCPM01),AWOR-DVCYBCPM01,OnDemand,No,Application,Development,CyberArk Privileged Account Security Suite v9.9.5,Email,Application Server,No,Ben Monrad | Eric Roe,No
i-7529b4e1 (AWOR-DVCYBVAU01),AWOR-DVCYBVAU01,OnDemand,No,Database,Development,CyberArk Privileged Account Security Suite v9.9.5,Email,Database Server,No,Ben Monrad | Eric Roe,No
i-6f2db0fb (AWOR-DVCYBWEB01),AWOR-DVCYBWEB01,OnDemand,No,Web,Development,CyberArk Privileged Account Security Suite v9.9.5,Email,Web Server,No,Ben Monrad | Eric Roe,No
i-d8f42987 (IrvSECMOV05),IrvSECMOV05,AlwaysOn,Yes,Application,Production,MOVEit,Text,Web/App/Database,No,Ben Monrad | Eric Roe,Yes
i-018c332db410dd785 (IrvSECMOV06),IrvSECMOV06,OnDemand,No,Application,Test,MOVEit,Email,Web/App/Database,No,Ben Monrad | Eric Roe,No
i-0f95165fe9f7e70a4 (AWOR-PDNSOPLP01),AWOR-PDNSOPLP01,AlwaysOn,No,Application,Production,Netskope Log Collector,Text,Security Event Collection,No,Ben Monrad | Moe Myint,Yes
i-ba5ba1e5 (AWOR-PDQMSWEB02),AWOR-PDQMSWEB02,AlwaysOn,Yes,Web,Production,SQMS,Email,Quality Management,Yes,Binh Nguyen,Yes
i-aa5338b2 (awor-tsqmsapp02),awor-tsqmsapp02,AlwaysOn,No,Application,Test,SQMS,Email,Quality Management,Yes,Binh Nguyen,No
i-029eed1a (awor-tsqmsrep01),awor-tsqmsrep01,AlwaysOn,No,Application,Test,QMS,Email,Quality Management,Yes,Binh Nguyen,No
i-0fb7b3feb92d378d6 (AWOR-TSQMSRPT01),AWOR-TSQMSRPT01,AlwaysOn,No,Application,QA,QMS,Email,Quality Management,Yes,Binh Nguyen,Yes
i-099eed11 (awor-tsqmsweb01),awor-tsqmsweb01,AlwaysOn,No,Web,Test,QMS,Email,Quality Management,Yes,Binh Nguyen,No
i-96bdd38e (awor-tsqmsweb02),awor-tsqmsweb02,AlwaysOn,No,Web,Test,SQMS,Email,Quality Management,Yes,Binh Nguyen,No
i-0f3d82eae836d41e5 (IRVINE159),IRVINE159,AlwaysOn,Yes,Application,Production,QMS,Email,Quality Management,Yes,Binh Nguyen,Yes
i-0fe6f1a54bc51bb06 (Irvine743),Irvine743,AlwaysOn,No,Application,Development,QMS,Email,Quality Management,Yes,Binh Nguyen,No
i-0af039d096e25dba6 (IrvQMSAPP01),IrvQMSAPP01,AlwaysOn,No,Application,Production,QMS,Email,Quality Management,Yes,Binh Nguyen,Yes
i-44f72a1b (IrvQMSAPP01),IrvQMSAPP01,AlwaysOn,No,Application,Production,QMS,Email,Quality Management,Yes,Binh Nguyen,Yes
i-bcf429e3 (IrvQMSDEV05),IrvQMSDEV05,AlwaysOn,No,Web,Test,QMS,Email,Quality Management,Yes,Binh Nguyen,No
i-46f72a19 (IRVQMSDEV06),IRVQMSDEV06,AlwaysOn,No,Web,Test,QMS,Email,Quality Management,Yes,Binh Nguyen,No
i-bdf429e2 (IrvQMSWEB01),IrvQMSWEB01,AlwaysOn,Yes,Web,Production,QMS,Email,Quality Management,Yes,Binh Nguyen,Yes
i-c19eedd9 (awor-tsiprapp01),awor-tsiprapp01,AlwaysOn,No,Application,Test,IPR,Email,Quality Management,Yes,Bivor Shrestha,No
i-08533810 (awor-tsvgsapp01),awor-tsvgsapp01,AlwaysOn,No,Application,Production,ValGenesis,Email,Quality Management,Yes,Bivor Shrestha,No
i-02120d70727548237 (IRVIPRAPP01),IRVIPRAPP01,AlwaysOn,Yes,Application,Production,IPR,Email,Quality Management,Yes,Bivor Shrestha,Yes
i-45f72a1a (IRVIPRAPP01),IRVIPRAPP01,AlwaysOn,Yes,Application,Production,IPR,Email,Quality Management,Yes,Bivor Shrestha,Yes
i-dff52880 (IRVIPRDEV01),IRVIPRDEV01,AlwaysOn,No,Application,Development,IPR,Email,Quality Management,Yes,Bivor Shrestha,No
i-5973f7cd (IRVQMSDEV01),IRVQMSDEV01,AlwaysOn,No,Application,Development,QMS,Email,Quality Management,Yes,Bivor Shrestha,No
i-b27efa26 (IRVQMSDEV03),IRVQMSDEV03,AlwaysOn,No,Application,Development,QMS,Email,Quality Management,Yes,Bivor Shrestha,No
i-bd5ba1e2 (IRVVALGEN01),IRVVALGEN01,AlwaysOn,Yes,Application,Production,ValGenesis,Email,Quality Management,Yes,Bivor Shrestha | Binh Nguyen | Andy Lee,Yes
i-509b8048 (AWOR-OQQMSDB01),AWOR-OQQMSDB01,AlwaysOn,No,Database,QA,QMS/LIMS,Email,Quality Management,Yes,Bivor Shrestha | Olga Goren,No
i-0fd03514 (AWOR-PDQMSDB01),AWOR-PDQMSDB01,AlwaysOn,No,Database,Production,QMS/LIMS,Email,Quality Management,Yes,Bivor Shrestha | Olga Goren | Karthickk | Haihao,No
i-32a4c1a6 (awor-pdjdewrr01),awor-pdjdewrr01,AlwaysOn,No,Web,Production,JDE,Text,Rapid RFeconciler,No,Bob Lynch,Yes
i-007a8b9c9eae02a96 (AWPJDEAI01),AWPJDEAI01,AlwaysOn,No,Web,Production,JDE,Text,Application Integration,No,Bob Lynch,Yes
i-a6a21232 (AWPJDEBSS1),AWPJDEBSS1,AlwaysOn,No,Application,Production,JDE,Text, BSSV Server,Yes,Bob Lynch,Yes
i-05331ef59ff45cd70 (AWPJDEDB1),AWPJDEDB1,AlwaysOn,Yes,Database,Production,JDE ,Text,SQL Cluster Active Node,Yes,Bob Lynch,No
i-008e5476baa12aae2 (AWPJDEDB2),AWPJDEDB2,AlwaysOn,Yes,Database,Production,JDE ,Text,SQL Cluster passive (for Failover),Yes,Bob Lynch,No
i-e49d4cfc (AWPJDEDB3),AWPJDEDB3,AlwaysOn,Yes,Database,Production,JDE ,Text,SQL Cluster Passive node (JDE Replicated DB),Yes,Bob Lynch,No
i-5b1a0883 (AWPJDEDBW1),AWPJDEDBW1,AlwaysOn,No,Database,Production,JDE ,Text,SQL Cluster Witness,Yes,Bob Lynch,Yes
i-eea2127a (AWPJDEDP01),AWPJDEDP01,AlwaysOn,Yes,Application,Production,JDE ,Text,Deployment server / Server Manager,Yes,Bob Lynch,Yes
i-f8cd6f6c (AWPJDEFS01),AWPJDEFS01,AlwaysOn,Yes,Application,Production,JDE ,Text,BSFN/UBE Server,No,Bob Lynch,Yes
i-f1a21265 (AWPJDELG01),AWPJDELG01,AlwaysOn,No,Application,Production,JDE ,Text,BSFN/UBE Server,Yes,Bob Lynch,Yes
i-73ad1de7 (AWPJDELG02),AWPJDELG02,AlwaysOn,No,Application,Production,JDE ,Text,BSFN/UBE Server,Yes,Bob Lynch,Yes
i-8ce13b19 (AWPJDELG03),AWPJDELG03,AlwaysOn,No,Application,Production,JDE ,Text,BSFN/UBE Server,Yes,Bob Lynch,Yes
i-79ac1ced (AWPJDELG04),AWPJDELG04,AlwaysOn,No,Application,Production,JDE ,Text,BSFN/UBE Server,Yes,Bob Lynch,Yes
i-03e03a96 (AWPJDELG05),AWPJDELG05,AlwaysOn,No,Application,Production,JDE ,Text,BSFN/UBE Server,Yes,Bob Lynch,Yes
i-0eed379b (AWPJDELG06),AWPJDELG06,AlwaysOn,No,Application,Production,JDE ,Text,BSFN/UBE Server,Yes,Bob Lynch,Yes
i-f5ae1e61 (AWPJDELG07),AWPJDELG07,AlwaysOn,No,Application,Production,JDE ,Text,BSFN/UBE Server,Yes,Bob Lynch,Yes
i-72ad1de6 (AWPJDELG08),AWPJDELG08,AlwaysOn,No,Application,Production,JDE ,Text,BSFN/UBE Server,Yes,Bob Lynch,Yes
i-559020c1 (AWPJDELG10),AWPJDELG10,AlwaysOn,No,Application,Production,JDE ,Text,BSFN/UBE Server,Yes,Bob Lynch,Yes
i-bfe3392a (AWPJDELG11),AWPJDELG11,AlwaysOn,No,Application,Production,JDE ,Text,BSFN/UBE Server,Yes,Bob Lynch,Yes
i-df90204b (AWPJDELG12),AWPJDELG12,AlwaysOn,No,Application,Production,JDE ,Text,BSFN/UBE Server,Yes,Bob Lynch,Yes
i-94912100 (AWPJDELG15),AWPJDELG15,AlwaysOn,No,Application,Production,JDE ,Text,BSFN/UBE Server,Yes,Bob Lynch,Yes
i-360dd7a3 (AWPJDELG16),AWPJDELG16,AlwaysOn,No,Application,Production,JDE ,Text,BSFN/UBE Server,Yes,Bob Lynch,Yes
i-bb02d82e (AWPJDELG17),AWPJDELG17,AlwaysOn,No,Application,Production,JDE ,Text,BSFN/UBE Server,Yes,Bob Lynch,Yes
i-d968ca4d (AWPJDEOVR1),AWPJDEOVR1,AlwaysOn,No,Application,Production,JDE ,Text,One View Reporting,No,Bob Lynch,Yes
i-07b174574f402b435 (awpjdepcc03),awpjdepcc03,AlwaysOn,No,Application,Production,Premier Credit Card,Text,See Application Column,Yes,Bob Lynch,Yes
i-06fdc5e8647109d6b (awpjdepcc05),awpjdepcc05,AlwaysOn,No,Application,Development,Premier Credit Card,Text,See Application Column,Yes,Bob Lynch,Yes
i-eeda7a7a (AWPJDEWL02),AWPJDEWL02,AlwaysOn,No,Application,Production,JDE ,Text,OHS Server,Yes,Bob Lynch,Yes
i-dc78ad49 (AWPJDEWL03),AWPJDEWL03,AlwaysOn,No,Application,Production,JDE ,Text,WebLogic Web Clients,Yes,Bob Lynch,Yes
i-97912103 (AWPJDEWL04),AWPJDEWL04,AlwaysOn,No,Application,Production,JDE ,Text,WebLogic Web Clients,Yes,Bob Lynch,Yes
i-f7825462 (AWPJDEWL05),AWPJDEWL05,AlwaysOn,No,Application,Production,JDE ,Text,WebLogic Web Clients,Yes,Bob Lynch,Yes
i-72af1fe6 (AWPJDEWL06),AWPJDEWL06,AlwaysOn,No,Application,Production,JDE ,Text,WebLogic Web Clients,Yes,Bob Lynch,Yes
i-df452970 (AWPJDEWL08),AWPJDEWL08,AlwaysOn,No,Application,Production,JDE ,Text,OHS Server,Yes,Bob Lynch,Yes
i-0fa5c32313a30141b (AWPJDEWL09),AWPJDEWL09,AlwaysOn,No,Application,Production,JDE ,Text,WebLogic Web Clients,Yes,Bob Lynch,Yes
i-0afa6f5bb2cf76df9 (AWPJDEWL10),AWPJDEWL10,AlwaysOn,No,Application,Production,JDE ,Text,WebLogic Web Clients,Yes,Bob Lynch,Yes
i-d9b00c4c (AWPJDEWL11),AWPJDEWL11,AlwaysOn,No,Application,Production,JDE ,Text,WebLogic Web Clients,Yes,Bob Lynch,Yes
i-54a22fc0 (AWPJDEWL12),AWPJDEWL12,AlwaysOn,No,Application,Production,JDE ,Text,WebLogic Web Clients,Yes,Bob Lynch,Yes
i-5f462af0 (AWPJDEWL13),AWPJDEWL13,AlwaysOn,No,Application,Production,JDE ,Text,OHS Server,Yes,Bob Lynch,Yes
i-0a75392ed64bca81c (AWPJDEWL14),AWPJDEWL14,AlwaysOn,No,Web,Production,JDE ,Text,WebLogic Web Clients,Yes,Bob Lynch,Yes
i-e465663c (AWTJDE047),AWTJDE047,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-796f6ca1 (AWTJDE056),AWTJDE056,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-4e707396 (AWTJDE057),AWTJDE057,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-2f7b78f7 (AWTJDE058),AWTJDE058,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-10787bc8 (AWTJDE059),AWTJDE059,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-11787bc9 (AWTJDE060),AWTJDE060,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-13787bcb (AWTJDE062),AWTJDE062,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-14787bcc (AWTJDE063),AWTJDE063,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-15787bcd (AWTJDE064),AWTJDE064,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-71725de4 (AWTJDE065),AWTJDE065,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-16787bce (AWTJDE066),AWTJDE066,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-17787bcf (AWTJDE067),AWTJDE067,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-0e787bd6 (AWTJDE068),AWTJDE068,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-0f787bd7 (AWTJDE069),AWTJDE069,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-3a6ac8ae (AWTJDE072),AWTJDE072,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-df68ca4b (AWTJDE073),AWTJDE073,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-08dad8e0ed74a1fcc (AWTJDE075),AWTJDE075,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-02cc3bd372cd0e5c8 (AWTJDE076),AWTJDE076,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-01c37d12c3ab10169 (AWTJDE077),AWTJDE077,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
i-626ac8f6 (AWTJDE70),AWTJDE70,AlwaysOn,No,VDI,Test,JDE,Text,Thick Client,No,Bob Lynch,Yes
